SongID,Performer.x,Song.x,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,url,WeekID,Week.Position,Song.y,Performer.y,Instance,Previous.Week.Position,Peak.Position,Weeks.on.Chart,genrez,date2,year,month,rock_genrez,weeks_chart,position_peak,year2,weeks_chart2,position_peak2,performer,song
He Can't Love YouMichael Stanley Band,Michael Stanley Band,He Can't Love You,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'soft rock']",1XymXdDST6eFyZQmjrnIIo,https://p.scdn.co/mp3-preview/883ee9fc8c4c3b08f5c882399c933389fed2e27f?cid=b8d3901151d34489a160e3cf0ab1fa94,Heartland (Remastered),FALSE,214613,38,0.553,0.88,0,-6.108,1,0.0319,0.00873,7.94e-6,0.0861,0.846,151.682,4,http://www.billboard.com/charts/hot-100/1980-12-20,12/20/1980,47,He Can't Love You,Michael Stanley Band,1,55,47,5,rock,1980-12-20,1980,12,classic,5,47,1980,5,47,Michael Stanley Band,He Can't Love You
Wishing You Were HereChicago,Chicago,Wishing You Were Here,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",5hxPho3IcyDVhzzwfQ47Xz,https://p.scdn.co/mp3-preview/eb65ebd0eaad4be1a20e83fd2f3fb06bee61a609?cid=b8d3901151d34489a160e3cf0ab1fa94,Chicago IX: Chicago's Greatest Hits,FALSE,276693,41,0.436,0.354,2,-16.176,0,0.0374,0.712,0.0165,0.211,0.397,136.625,4,http://www.billboard.com/charts/hot-100/1974-11-16,11/16/1974,19,Wishing You Were Here,Chicago,1,25,19,5,rock,1974-11-16,1974,11,classic,5,19,1974,5,19,Chicago,Wishing You Were Here
It's Still Rock And Roll To MeBilly Joel,Billy Joel,It's Still Rock And Roll To Me,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",64UioB4Nmwgn2f4cbIpAkl,https://p.scdn.co/mp3-preview/6093eca9ada1703e23bed495e84cb8ded9a6496f?cid=b8d3901151d34489a160e3cf0ab1fa94,Glass Houses,FALSE,176440,67,0.752,0.684,0,-7.599,1,0.15,0.0994,0,0.0897,0.539,141.075,4,http://www.billboard.com/charts/hot-100/1980-05-31,5/31/1980,21,It's Still Rock And Roll To Me,Billy Joel,1,38,21,2,rock,1980-05-31,1980,5,classic,2,21,1980,2,21,Billy Joel,It's Still Rock And Roll To Me
The Big MoneyRush,Rush,The Big Money,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']",4f6CJbnASHEtQspSwqoYlr,NA,Power Windows,FALSE,334493,42,0.462,0.96,9,-5.966,1,0.0835,0.129,0.0357,0.142,0.454,145.475,4,http://www.billboard.com/charts/hot-100/1986-01-04,1/4/1986,48,The Big Money,Rush,1,48,48,9,rock,1986-01-04,1986,1,metal,9,48,1986,9,48,Rush,The Big Money
Dream OnAerosmith,Aerosmith,Dream On,"['album rock', 'classic rock', 'hard rock', 'rock']",5MxNLUsfh7uzROypsoO5qe,https://p.scdn.co/mp3-preview/4c7fea33f70ea10631656c9bccace988ee2aaa42?cid=b8d3901151d34489a160e3cf0ab1fa94,Aerosmith,FALSE,266960,79,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-5,0.332,0.224,160.9,4,http://www.billboard.com/charts/hot-100/1976-02-14,2/14/1976,34,Dream On,Aerosmith,2,41,34,15,rock,1976-02-14,1976,2,hard,15,34,1976,15,34,Aerosmith,Dream On
She Thinks She Needs MeAndy Griggs,Andy Griggs,She Thinks She Needs Me,"['country', 'country road', 'modern country rock']",5Eph6Vs0PftspPXZqlVN2y,https://p.scdn.co/mp3-preview/aa1b0b198f7500248f70de8c99289a3597638ed3?cid=b8d3901151d34489a160e3cf0ab1fa94,This I Gotta See,FALSE,239000,49,0.497,0.568,0,-7.67,1,0.0285,0.0788,0,0.223,0.386,138.107,4,http://www.billboard.com/charts/hot-100/2004-09-11,9/11/2004,47,She Thinks She Needs Me,Andy Griggs,1,49,47,7,rock,2004-09-11,2004,9,country rock,7,47,2004,7,47,Andy Griggs,She Thinks She Needs Me
Just The Way You AreBilly Joel,Billy Joel,Just The Way You Are,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",49MHCPzvMLXhRjDantBMVH,https://p.scdn.co/mp3-preview/ef6c2caa85012dbc077651c06256c4b2b5940088?cid=b8d3901151d34489a160e3cf0ab1fa94,The Stranger (Legacy Edition),FALSE,290573,69,0.589,0.453,7,-8.912,1,0.0397,0.703,2.54e-5,0.134,0.513,139.148,4,http://www.billboard.com/charts/hot-100/1977-11-12,11/12/1977,89,Just The Way You Are,Billy Joel,1,NA,89,1,rock,1977-11-12,1977,11,classic,1,89,1977,1,89,Billy Joel,Just The Way You Are
Uptown GirlBilly Joel,Billy Joel,Uptown Girl,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",5zA8vzDGqPl2AzZkEYQGKh,https://p.scdn.co/mp3-preview/fcc3b727931ee5011d48e54124f7982cebc0433a?cid=b8d3901151d34489a160e3cf0ab1fa94,An Innocent Man,FALSE,197706,78,0.701,0.943,4,-2.986,1,0.0456,0.0747,0,0.601,0.791,128.992,4,http://www.billboard.com/charts/hot-100/1983-09-24,9/24/1983,70,Uptown Girl,Billy Joel,1,NA,70,1,rock,1983-09-24,1983,9,classic,1,70,1983,1,70,Billy Joel,Uptown Girl
"Wynken, Blynken And NodThe Doobie Brothers",The Doobie Brothers,"Wynken, Blynken And Nod","['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']",10MjmQ55taeJazium0BoL7,https://p.scdn.co/mp3-preview/07ec50965df1857f0ca97d5ef09fb678c20ab7d1?cid=b8d3901151d34489a160e3cf0ab1fa94,The Very Best Of,FALSE,200320,29,0.549,0.472,2,-12.856,0,0.0345,0.882,0.00117,0.0934,0.677,85.632,4,http://www.billboard.com/charts/hot-100/1981-01-24,1/24/1981,88,"Wynken, Blynken And Nod",The Doobie Brothers,1,NA,88,1,rock,1981-01-24,1981,1,blues,1,88,1981,1,88,The Doobie Brothers,"Wynken, Blynken And Nod"
Say It Isn't SoDaryl Hall John Oates,Daryl Hall John Oates,Say It Isn't So,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2bZswvNGESo7MKeg7SQ9rp,https://p.scdn.co/mp3-preview/50dcdca9dfb6d1da4a03fb427033d6066d70a561?cid=b8d3901151d34489a160e3cf0ab1fa94,The Very Best of Daryl Hall / John Oates,FALSE,257466,47,0.769,0.595,4,-11.796,0,0.028,0.0588,0,0.18,0.969,113.971,4,http://www.billboard.com/charts/hot-100/1984-02-04,2/4/1984,28,Say It Isn't So,Daryl Hall John Oates,1,15,2,15,rock,1984-02-04,1984,2,classic,15,2,1984,15,2,Daryl Hall John Oates,Say It Isn't So
Cum On Feel The NoizeQuiet Riot,Quiet Riot,Cum On Feel The Noize,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",6FBmHx1FuaSnTnnnaThgbF,https://p.scdn.co/mp3-preview/9954d51864d538a47cd2eb9c3367b0c429d54ee7?cid=b8d3901151d34489a160e3cf0ab1fa94,Quiet Riot - Greatest Hits,FALSE,287400,71,0.441,0.908,11,-4.627,0,0.115,1.83e-4,0.00328,0.0612,0.632,145.439,4,http://www.billboard.com/charts/hot-100/1983-11-12,11/12/1983,7,Cum On Feel The Noize,Quiet Riot,1,12,7,9,rock,1983-11-12,1983,11,metal,9,7,1983,9,7,Quiet Riot,Cum On Feel The Noize
WhippedJon Secada,Jon Secada,Whipped,['soft rock'],77km7GdVzfN7tY6IRapthq,NA,30 Exitos Insuperables,FALSE,273200,6,0.637,0.875,10,-6.292,0,0.0646,0.0131,3.37e-6,0.0458,0.814,92.027,4,http://www.billboard.com/charts/hot-100/1994-10-22,10/22/1994,69,Whipped,Jon Secada,1,69,65,6,rock,1994-10-22,1994,10,soft rock,6,65,1994,6,65,Jon Secada,Whipped
ButterflyCrazy Town,Crazy Town,Butterfly,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']",4BggEwLhGfrbrl7JBhC8EC,https://p.scdn.co/mp3-preview/8bab4427d8ce0fcb58daacaa20d19864554806f1?cid=b8d3901151d34489a160e3cf0ab1fa94,The Gift Of Game,FALSE,216733,71,0.736,0.811,9,-4.17,0,0.081,0.00132,1.42e-4,0.107,0.609,103.502,4,http://www.billboard.com/charts/hot-100/2001-05-05,5/5/2001,11,Butterfly,Crazy Town,1,7,1,18,rock,2001-05-05,2001,5,metal,18,1,2001,18,1,Crazy Town,Butterfly
Hey NineteenSteely Dan,Steely Dan,Hey Nineteen,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']",1tjK9HhmpEfk0ijyIKsoUk,NA,Gaucho,FALSE,307400,61,0.958,0.364,2,-11.1,1,0.0512,0.07,0.0031,0.0297,0.758,119.666,4,http://www.billboard.com/charts/hot-100/1980-12-13,12/13/1980,35,Hey Nineteen,Steely Dan,1,45,35,3,rock,1980-12-13,1980,12,blues,3,35,1980,3,35,Steely Dan,Hey Nineteen
Baby JaneRod Stewart,Rod Stewart,Baby Jane,"['adult standards', 'mellow gold', 'soft rock']",1wrT33b6HuKlpk9ziscEUY,https://p.scdn.co/mp3-preview/879e8c3dc2abb0944436ee7ef8fda09456af6e16?cid=b8d3901151d34489a160e3cf0ab1fa94,Body Wishes,FALSE,283493,60,0.641,0.796,2,-8.56,0,0.0407,0.0137,1.15e-4,0.358,0.727,123.229,4,http://www.billboard.com/charts/hot-100/1983-06-11,6/11/1983,32,Baby Jane,Rod Stewart,1,42,32,3,rock,1983-06-11,1983,6,soft rock,3,32,1983,3,32,Rod Stewart,Baby Jane
Talk Dirty To MePoison,Poison,Talk Dirty To Me,"['album rock', 'glam metal', 'hard rock', 'rock']",08QP0rwnQSbbpGRIuXfrAY,NA,Look What The Cat Dragged In - 20th Anniversary Edition,FALSE,223733,57,0.491,0.957,11,-3.67,1,0.096,0.00853,8.79e-4,0.371,0.635,158.067,4,http://www.billboard.com/charts/hot-100/1987-06-20,6/20/1987,68,Talk Dirty To Me,Poison,1,45,9,15,rock,1987-06-20,1987,6,metal,15,9,1987,15,9,Poison,Talk Dirty To Me
Lonely DaysBee Gees,Bee Gees,Lonely Days,"['adult standards', 'disco', 'mellow gold', 'soft rock']",7uLKyipL5WfndsHMRSGEUS,NA,2 Years On,FALSE,225666,49,0.344,0.243,0,-14.204,0,0.0352,0.684,2.47e-5,0.484,0.339,94.662,4,http://www.billboard.com/charts/hot-100/1971-01-02,1/2/1971,21,Lonely Days,Bee Gees,1,26,21,5,rock,1971-01-02,1971,1,soft rock,5,21,1971,5,21,Bee Gees,Lonely Days
I'll Be AroundThe Spinners,The Spinners,I'll Be Around,"['classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'philly soul', 'quiet storm', 'soft rock', 'soul', 'southern soul']",2vLaES21zwbX1Rnmj56Bbb,https://p.scdn.co/mp3-preview/0d5f27ad9fee0cebd40c5ee5d113c5ae2eaca9e0?cid=b8d3901151d34489a160e3cf0ab1fa94,Spinners,FALSE,188800,63,0.593,0.791,8,-8.698,0,0.068,0.175,0,0.0976,0.63,112.295,4,http://www.billboard.com/charts/hot-100/1972-10-28,10/28/1972,14,I'll Be Around,The Spinners,1,28,14,7,rock,1972-10-28,1972,10,classic,7,14,1972,7,14,The Spinners,I'll Be Around
Where The Stars And Stripes And The Eagle FlyAaron Tippin,Aaron Tippin,Where The Stars And Stripes And The Eagle Fly,"['country', 'country road', 'country rock', 'redneck']",1tTZM7LUDkxcykOVVIGW4W,NA,Stars And Stripes,FALSE,228200,48,0.586,0.751,2,-4.03,1,0.0285,0.0364,8e-5,0.321,0.385,100.044,4,http://www.billboard.com/charts/hot-100/2002-01-05,1/5/2002,24,Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,1,20,20,12,rock,2002-01-05,2002,1,country rock,12,20,2002,12,20,Aaron Tippin,Where The Stars And Stripes And The Eagle Fly
It's My JobJimmy Buffett,Jimmy Buffett,It's My Job,"['folk rock', 'mellow gold', 'soft rock']",4knKfxkzTjKGQ2CrkyDr1N,NA,Coconut Telegraph,FALSE,192906,24,0.63,0.335,5,-14.372,1,0.0361,0.527,0,0.127,0.469,127.971,4,http://www.billboard.com/charts/hot-100/1981-03-21,3/21/1981,59,It's My Job,Jimmy Buffett,1,60,59,5,rock,1981-03-21,1981,3,soft rock,5,59,1981,5,59,Jimmy Buffett,It's My Job
EighteenAlice Cooper,Alice Cooper,Eighteen,"['album rock', 'blues rock', 'classic rock', 'comic', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']",3YU9X8ryOR20beT7wOlDIJ,https://p.scdn.co/mp3-preview/766cdf944f4241b852c022f21d7f700461fdbc55?cid=b8d3901151d34489a160e3cf0ab1fa94,Love It To Death,FALSE,180760,56,0.618,0.413,4,-14.164,0,0.0302,0.249,0.0517,0.131,0.531,97.84,4,http://www.billboard.com/charts/hot-100/1971-04-03,4/3/1971,27,Eighteen,Alice Cooper,1,32,27,7,rock,1971-04-03,1971,4,blues,7,27,1971,7,27,Alice Cooper,Eighteen
She Don't Know MeBon Jovi,Bon Jovi,She Don't Know Me,"['glam metal', 'rock']",5ponLS88v37duDQHewRDaX,NA,Bon Jovi,FALSE,242400,41,0.553,0.974,3,-3.949,1,0.0741,3.43e-4,4.39e-5,0.258,0.384,127.89,4,http://www.billboard.com/charts/hot-100/1984-07-28,7/28/1984,89,She Don't Know Me,Bon Jovi,1,68,48,10,rock,1984-07-28,1984,7,metal,10,48,1984,10,48,Bon Jovi,She Don't Know Me
Love Sneakin' Up On YouBonnie Raitt,Bonnie Raitt,Love Sneakin' Up On You,"['country rock', 'electric blues', 'folk', 'folk rock', 'lilith', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",1UtxIyLkTt7iR5TcWLt8IT,NA,The Best Of Bonnie Raitt On Capitol 1989-2003,FALSE,220733,30,0.483,0.673,7,-8.105,1,0.0438,0.0217,6.53e-6,0.209,0.558,189.704,4,http://www.billboard.com/charts/hot-100/1994-06-11,6/11/1994,40,Love Sneakin' Up On You,Bonnie Raitt,1,31,19,14,rock,1994-06-11,1994,6,blues,14,19,1994,14,19,Bonnie Raitt,Love Sneakin' Up On You
CrazySeal,Seal,Crazy,"['british soul', 'soft rock']",6Vz7vzOpCwKeSQlfViibuY,https://p.scdn.co/mp3-preview/10430129f53835a63dc7bc977a1ada82efc8865e?cid=b8d3901151d34489a160e3cf0ab1fa94,Best 1991 - 2004,FALSE,356520,64,0.633,0.858,11,-7.42,0,0.0473,0.208,0.0114,0.0655,0.725,102.559,4,http://www.billboard.com/charts/hot-100/1991-08-17,8/17/1991,14,Crazy,Seal,1,16,14,9,rock,1991-08-17,1991,8,british,9,14,1991,9,14,Seal,Crazy
ShandiKISS,KISS,Shandi,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",1aJtdcYdncvyNrVKCcj0eD,NA,Unmasked,FALSE,216866,46,0.535,0.771,4,-6.463,1,0.0313,0.0714,0,0.0446,0.818,103.324,4,http://www.billboard.com/charts/hot-100/1980-07-26,7/26/1980,47,Shandi,KISS,1,50,47,6,rock,1980-07-26,1980,7,metal,6,47,1980,6,47,KISS,Shandi
Bloody Well RightSupertramp,Supertramp,Bloody Well Right,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']",2SmlWvdYG6FsagxN3FkHMI,NA,Crime Of The Century (Remastered),FALSE,272432,56,0.551,0.445,3,-13.885,1,0.187,0.46,0.0219,0.0704,0.613,74.705,4,http://www.billboard.com/charts/hot-100/1975-04-26,4/26/1975,63,Bloody Well Right,Supertramp,1,74,63,3,rock,1975-04-26,1975,4,classic,3,63,1975,3,63,Supertramp,Bloody Well Right
Play Something CountryBrooks & Dunn,Brooks & Dunn,Play Something Country,"['contemporary country', 'country', 'country road', 'country rock']",7MevrbPAGEaw1IgkaBmv82,https://p.scdn.co/mp3-preview/ef039a5bbb76f38c6b475eea33f1b6fb394dc892?cid=b8d3901151d34489a160e3cf0ab1fa94,#1s ... and then some,FALSE,195586,57,0.684,0.909,0,-3.797,1,0.0321,0.0782,1.22e-6,0.373,0.864,115.034,4,http://www.billboard.com/charts/hot-100/2005-09-03,9/3/2005,67,Play Something Country,Brooks & Dunn,1,70,67,10,rock,2005-09-03,2005,9,country rock,10,67,2005,10,67,Brooks & Dunn,Play Something Country
StrangerStephen Stills,Stephen Stills,Stranger,"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",5QTCFAfdrJgaabRzWwNEHa,https://p.scdn.co/mp3-preview/35ffd14578c2ed36574c4119e9286947c391593c?cid=b8d3901151d34489a160e3cf0ab1fa94,Right By You,FALSE,178333,7,0.777,0.645,9,-14.631,0,0.036,0.00813,0.00312,0.252,0.947,125.442,4,http://www.billboard.com/charts/hot-100/1984-08-18,8/18/1984,85,Stranger,Stephen Stills,1,90,85,2,rock,1984-08-18,1984,8,blues,2,85,1984,2,85,Stephen Stills,Stranger
Baby JaneRod Stewart,Rod Stewart,Baby Jane,"['adult standards', 'mellow gold', 'soft rock']",1wrT33b6HuKlpk9ziscEUY,https://p.scdn.co/mp3-preview/879e8c3dc2abb0944436ee7ef8fda09456af6e16?cid=b8d3901151d34489a160e3cf0ab1fa94,Body Wishes,FALSE,283493,60,0.641,0.796,2,-8.56,0,0.0407,0.0137,1.15e-4,0.358,0.727,123.229,4,http://www.billboard.com/charts/hot-100/1983-05-28,5/28/1983,53,Baby Jane,Rod Stewart,1,NA,53,1,rock,1983-05-28,1983,5,soft rock,1,53,1983,1,53,Rod Stewart,Baby Jane
Kiss ThisAaron Tippin,Aaron Tippin,Kiss This,"['country', 'country road', 'country rock', 'redneck']",038jgLNIvp7QQNf5vILf5d,NA,People Like Us,FALSE,173760,53,0.759,0.723,6,-5.38,0,0.0259,0.0487,5.88e-6,0.362,0.666,116.043,4,http://www.billboard.com/charts/hot-100/2000-10-28,10/28/2000,46,Kiss This,Aaron Tippin,1,42,42,10,rock,2000-10-28,2000,10,country rock,10,42,2000,10,42,Aaron Tippin,Kiss This
Night ShiftJon Pardi,Jon Pardi,Night Shift,"['contemporary country', 'country', 'country road', 'modern country rock']",0bPnT6i9H1p8Vd85GS6Z7I,NA,California Sunrise,FALSE,172253,74,0.628,0.757,7,-3.561,1,0.0281,0.113,0,0.263,0.727,96.016,4,https://www.billboard.com/charts/hot-100/2019-06-08,6/8/2019,88,Night Shift,Jon Pardi,2,90,56,15,rock,2019-06-08,2019,6,country rock,15,56,2019,15,56,Jon Pardi,Night Shift
I Won't Hold You BackToto,Toto,I Won't Hold You Back,"['album rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",7D4EtbE7LfQiH8CWj7fQoz,https://p.scdn.co/mp3-preview/52983d124dd2734e45a5b643c35e1cd655410a37?cid=b8d3901151d34489a160e3cf0ab1fa94,Toto IV,FALSE,293306,57,0.539,0.306,0,-15.067,0,0.0265,0.404,0,0.0608,0.0637,102.247,4,http://www.billboard.com/charts/hot-100/1983-06-25,6/25/1983,62,I Won't Hold You Back,Toto,1,57,10,16,rock,1983-06-25,1983,6,soft rock,16,10,1983,16,10,Toto,I Won't Hold You Back
I Can See For MilesThe Who,The Who,I Can See For Miles,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",2nlSeJ6CgvWeVOkrLmadf6,NA,The Who Sell Out (Deluxe Edition),FALSE,248618,54,0.346,0.797,4,-7.805,1,0.0888,0.0399,2.17e-5,0.0728,0.196,130.91,4,http://www.billboard.com/charts/hot-100/1967-10-21,10/21/1967,48,I Can See For Miles,The Who,1,72,48,2,rock,1967-10-21,1967,10,british,2,48,1967,2,48,The Who,I Can See For Miles
Lonely And GoneMontgomery Gentry,Montgomery Gentry,Lonely And Gone,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'redneck']",3DZ9lFH4NBO4FjRJAnQYef,https://p.scdn.co/mp3-preview/e629486f6e82006e677e22345873f5cde7cc3cee?cid=b8d3901151d34489a160e3cf0ab1fa94,Tattoos & Scars,FALSE,199733,37,0.531,0.696,4,-6.729,1,0.0258,0.15,1.6e-4,0.36,0.488,163.912,4,http://www.billboard.com/charts/hot-100/1999-08-14,8/14/1999,93,Lonely And Gone,Montgomery Gentry,1,99,93,3,rock,1999-08-14,1999,8,country rock,3,93,1999,3,93,Montgomery Gentry,Lonely And Gone
Take It To The LimitEagles,Eagles,Take It To The Limit,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2cWHN0WK52RGAWHgaDamUA,https://p.scdn.co/mp3-preview/4a967da0de1ea40c9b27718264c33438b19fc018?cid=b8d3901151d34489a160e3cf0ab1fa94,One of These Nights (2013 Remaster),FALSE,287090,63,0.435,0.423,11,-8.795,1,0.024,0.0916,6.59e-4,0.132,0.451,91.137,3,http://www.billboard.com/charts/hot-100/1975-12-27,12/27/1975,62,Take It To The Limit,Eagles,1,80,62,2,rock,1975-12-27,1975,12,classic,2,62,1975,2,62,Eagles,Take It To The Limit
Soul ProviderMichael Bolton,Michael Bolton,Soul Provider,"['adult standards', 'soft rock']",05M64X8usrSHqWTLHm48ff,https://p.scdn.co/mp3-preview/5f1162ae054e0f806158ab8d16846970c1a5d955?cid=b8d3901151d34489a160e3cf0ab1fa94,Soul Provider,FALSE,267293,49,0.609,0.42,0,-10.875,1,0.0249,0.08,0,0.347,0.448,83.552,4,http://www.billboard.com/charts/hot-100/1989-10-21,10/21/1989,88,Soul Provider,Michael Bolton,1,75,17,17,rock,1989-10-21,1989,10,soft rock,17,17,1989,17,17,Michael Bolton,Soul Provider
The Wreck Of The Edmund FitzgeraldGordon Lightfoot,Gordon Lightfoot,The Wreck Of The Edmund Fitzgerald,"['album rock', 'canadian country', 'canadian folk', 'canadian singer-songwriter', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",536L9C0N7vhYdibCJx3cI2,https://p.scdn.co/mp3-preview/0ba5642161214b5a4e936b649bc7fd695ad9727f?cid=b8d3901151d34489a160e3cf0ab1fa94,Summertime Dream,FALSE,389280,60,0.308,0.376,4,-15.24,1,0.0626,0.116,2.52e-6,0.166,0.158,186.047,3,http://www.billboard.com/charts/hot-100/1976-09-25,9/25/1976,38,The Wreck Of The Edmund Fitzgerald,Gordon Lightfoot,1,42,38,5,rock,1976-09-25,1976,9,classic,5,38,1976,5,38,Gordon Lightfoot,The Wreck Of The Edmund Fitzgerald
Me And Julio Down By The SchoolyardPaul Simon,Paul Simon,Me And Julio Down By The Schoolyard,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",6vxHp3CDNo0afgKGp2yi1E,https://p.scdn.co/mp3-preview/902633811e6a135bdd9ece72e92318e2ce2fe509?cid=b8d3901151d34489a160e3cf0ab1fa94,Paul Simon,FALSE,164813,71,0.626,0.816,9,-10.593,1,0.13,0.237,1.8e-6,0.104,0.798,105.33,4,http://www.billboard.com/charts/hot-100/1972-05-27,5/27/1972,22,Me And Julio Down By The Schoolyard,Paul Simon,1,24,22,8,rock,1972-05-27,1972,5,classic,8,22,1972,8,22,Paul Simon,Me And Julio Down By The Schoolyard
My Brave FacePaul McCartney,Paul McCartney,My Brave Face,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",5ZI6c6IMIZ5jIQY08dggXi,NA,Flowers In The Dirt (Remastered),FALSE,200693,42,0.738,0.551,4,-8.599,1,0.0297,0.304,1.62e-5,0.0984,0.671,123.358,4,http://www.billboard.com/charts/hot-100/1989-07-15,7/15/1989,26,My Brave Face,Paul McCartney,1,25,25,8,rock,1989-07-15,1989,7,classic,8,25,1989,8,25,Paul McCartney,My Brave Face
MadnessMuse,Muse,Madness,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",0c4IEciLCDdXEhhKxj4ThA,https://p.scdn.co/mp3-preview/2bb1362f5a9c6264811e5904ee986b2edced38a3?cid=b8d3901151d34489a160e3cf0ab1fa94,The 2nd Law,FALSE,281040,72,0.502,0.417,10,-7.665,1,0.0718,0.127,0.00419,0.106,0.218,180.301,4,http://www.billboard.com/charts/hot-100/2013-02-02,2/2/2013,65,Madness,Muse,1,63,60,22,rock,2013-02-02,2013,2,permanent wave,22,60,2013,22,60,Muse,Madness
Hotel CaliforniaEagles,Eagles,Hotel California,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",40riOy7x9W7GXjyGp4pjAv,https://p.scdn.co/mp3-preview/50e82c99c20ffa4223e82250605bbd8500cb3928?cid=b8d3901151d34489a160e3cf0ab1fa94,Hotel California (2013 Remaster),FALSE,391376,83,0.579,0.508,2,-9.484,1,0.027,0.00574,4.94e-4,0.0575,0.609,147.125,4,http://www.billboard.com/charts/hot-100/1977-04-30,4/30/1977,2,Hotel California,Eagles,1,3,2,10,rock,1977-04-30,1977,4,classic,10,2,1977,10,2,Eagles,Hotel California
Dirty White BoyForeigner,Foreigner,Dirty White Boy,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",2xpvmhp8j0UL9mCEqB1U0L,https://p.scdn.co/mp3-preview/245a382269d760c82eebc506e30984089502941c?cid=b8d3901151d34489a160e3cf0ab1fa94,Head Games,FALSE,218866,49,0.446,0.894,6,-8.564,1,0.0465,0.00351,2.72e-5,0.835,0.451,135.946,4,http://www.billboard.com/charts/hot-100/1979-09-22,9/22/1979,35,Dirty White Boy,Foreigner,1,50,35,3,rock,1979-09-22,1979,9,hard,3,35,1979,3,35,Foreigner,Dirty White Boy
How Can We Be LoversMichael Bolton,Michael Bolton,How Can We Be Lovers,"['adult standards', 'soft rock']",0ZUjPkZKjzRi6bgIuJovfY,https://p.scdn.co/mp3-preview/31a0c238b6a07874fe8a120f1a1f54d01197200c?cid=b8d3901151d34489a160e3cf0ab1fa94,Soul Provider,FALSE,235626,56,0.399,0.708,0,-10.541,0,0.0387,0.118,0,0.179,0.688,207.424,4,http://www.billboard.com/charts/hot-100/1990-04-07,4/7/1990,15,How Can We Be Lovers,Michael Bolton,1,23,15,6,rock,1990-04-07,1990,4,soft rock,6,15,1990,6,15,Michael Bolton,How Can We Be Lovers
